Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável
3,Unidade da Federação,,,...,35,São Paulo,198806,junho 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198806,junho 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198806,junho 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198806,junho 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,6.85,35,São Paulo,198807,julho 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198807,julho 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,8.42,35,São Paulo,198808,agosto 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198808,agosto 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,10.49,35,São Paulo,198809,setembro 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198809,setembro 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,13.45,35,São Paulo,198810,outubro 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198810,outubro 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,17.40,35,São Paulo,198811,novembro 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198811,novembro 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,22.34,35,São Paulo,198812,dezembro 1988,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198812,dezembro 1988,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,32.22,35,São Paulo,198901,janeiro 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198901,janeiro 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,33.29,35,São Paulo,198902,fevereiro 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198902,fevereiro 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,34.61,35,São Paulo,198903,março 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198903,março 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,37.35,35,São Paulo,198904,abril 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198904,abril 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,44.88,35,São Paulo,198905,maio 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198905,maio 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,66.24,35,São Paulo,198906,junho 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198906,junho 1989,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,48,Custo médio m² - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,88.58,35,São Paulo,198907,julho 1989,49,Custo médio m² - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,,,...,35,São Paulo,198907,julho 1989,1198,Custo médio m² - variação percentual em doze meses
