Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável,Tipos de índice (Código),Tipos de índice,Atividades de serviços (Código),Atividades de serviços
3,Unidade da Federação,2,%,..,35,São Paulo,202008,agosto 2020,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202008,agosto 2020,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202009,setembro 2020,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202009,setembro 2020,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202009,setembro 2020,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202009,setembro 2020,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202009,setembro 2020,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202009,setembro 2020,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202010,outubro 2020,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202010,outubro 2020,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202010,outubro 2020,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202010,outubro 2020,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202010,outubro 2020,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202010,outubro 2020,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202011,novembro 2020,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202011,novembro 2020,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202011,novembro 2020,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202011,novembro 2020,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202011,novembro 2020,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202011,novembro 2020,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202012,dezembro 2020,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202012,dezembro 2020,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202012,dezembro 2020,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202012,dezembro 2020,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202012,dezembro 2020,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202012,dezembro 2020,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202101,janeiro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202101,janeiro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202101,janeiro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202101,janeiro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202101,janeiro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202101,janeiro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202102,fevereiro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202102,fevereiro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202102,fevereiro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202102,fevereiro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202102,fevereiro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202102,fevereiro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202103,março 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202103,março 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202103,março 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202103,março 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202103,março 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202103,março 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202104,abril 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202104,abril 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202104,abril 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202104,abril 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202104,abril 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202104,abril 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202105,maio 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202105,maio 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202105,maio 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202105,maio 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202105,maio 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202105,maio 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202106,junho 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202106,junho 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202106,junho 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202106,junho 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202106,junho 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202106,junho 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202107,julho 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202107,julho 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202107,julho 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202107,julho 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202107,julho 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202107,julho 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202108,agosto 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202108,agosto 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202108,agosto 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202108,agosto 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202108,agosto 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202108,agosto 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202109,setembro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202109,setembro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202109,setembro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202109,setembro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202109,setembro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202109,setembro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202110,outubro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202110,outubro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202110,outubro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202110,outubro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202110,outubro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202110,outubro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202111,novembro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202111,novembro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202111,novembro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202111,novembro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202111,novembro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202111,novembro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202112,dezembro 2021,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202112,dezembro 2021,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202112,dezembro 2021,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202112,dezembro 2021,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202112,dezembro 2021,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202112,dezembro 2021,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202201,janeiro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202201,janeiro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202201,janeiro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202201,janeiro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202201,janeiro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202201,janeiro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202202,fevereiro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202202,fevereiro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202202,fevereiro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202202,fevereiro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202202,fevereiro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202202,fevereiro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202203,março 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202203,março 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202203,março 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202203,março 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202203,março 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202203,março 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202204,abril 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202204,abril 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202204,abril 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202204,abril 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202204,abril 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202204,abril 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202205,maio 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202205,maio 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202205,maio 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202205,maio 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202205,maio 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202205,maio 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202206,junho 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202206,junho 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202206,junho 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202206,junho 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202206,junho 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202206,junho 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202207,julho 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202207,julho 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202207,julho 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202207,julho 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202207,julho 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202207,julho 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202208,agosto 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202208,agosto 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202208,agosto 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202208,agosto 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202208,agosto 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202208,agosto 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202209,setembro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202209,setembro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202209,setembro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202209,setembro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202209,setembro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202209,setembro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202210,outubro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202210,outubro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202210,outubro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202210,outubro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202210,outubro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202210,outubro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202211,novembro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202211,novembro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202211,novembro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202211,novembro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202211,novembro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202211,novembro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202212,dezembro 2022,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202212,dezembro 2022,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202212,dezembro 2022,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202212,dezembro 2022,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202212,dezembro 2022,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202212,dezembro 2022,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202301,janeiro 2023,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202301,janeiro 2023,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202301,janeiro 2023,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202301,janeiro 2023,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202301,janeiro 2023,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202301,janeiro 2023,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202302,fevereiro 2023,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,202302,fevereiro 2023,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,202302,fevereiro 2023,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
