Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável,Tipos de índice (Código),Tipos de índice,Atividades de serviços (Código),Atividades de serviços
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201307,julho 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201307,julho 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201307,julho 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201307,julho 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201307,julho 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201308,agosto 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201308,agosto 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201308,agosto 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201308,agosto 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201308,agosto 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201308,agosto 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201309,setembro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201309,setembro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201309,setembro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201309,setembro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201309,setembro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201309,setembro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201310,outubro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201310,outubro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201310,outubro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201310,outubro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201310,outubro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201310,outubro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201311,novembro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201311,novembro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201311,novembro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201311,novembro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201311,novembro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201311,novembro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201312,dezembro 2013,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201312,dezembro 2013,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201312,dezembro 2013,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201312,dezembro 2013,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201312,dezembro 2013,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201312,dezembro 2013,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201401,janeiro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201401,janeiro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201401,janeiro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201401,janeiro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201401,janeiro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201401,janeiro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201402,fevereiro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201402,fevereiro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201402,fevereiro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201402,fevereiro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201402,fevereiro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201402,fevereiro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201403,março 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201403,março 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201403,março 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201403,março 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201403,março 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201403,março 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201404,abril 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201404,abril 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201404,abril 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201404,abril 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201404,abril 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201404,abril 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201405,maio 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201405,maio 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201405,maio 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201405,maio 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201405,maio 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201405,maio 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201406,junho 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201406,junho 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201406,junho 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201406,junho 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201406,junho 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201406,junho 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201407,julho 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201407,julho 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201407,julho 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201407,julho 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201407,julho 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201407,julho 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201408,agosto 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201408,agosto 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201408,agosto 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201408,agosto 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201408,agosto 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201408,agosto 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201409,setembro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201409,setembro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201409,setembro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201409,setembro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201409,setembro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201409,setembro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201410,outubro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201410,outubro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201410,outubro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201410,outubro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201410,outubro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201410,outubro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201411,novembro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201411,novembro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201411,novembro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201411,novembro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201411,novembro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201411,novembro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201412,dezembro 2014,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201412,dezembro 2014,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201412,dezembro 2014,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201412,dezembro 2014,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201412,dezembro 2014,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201412,dezembro 2014,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201501,janeiro 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201501,janeiro 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201501,janeiro 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201501,janeiro 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201501,janeiro 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201501,janeiro 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201502,fevereiro 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201502,fevereiro 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201502,fevereiro 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201502,fevereiro 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201502,fevereiro 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201502,fevereiro 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201503,março 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201503,março 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201503,março 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201503,março 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201503,março 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201503,março 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201504,abril 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201504,abril 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201504,abril 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201504,abril 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201504,abril 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201504,abril 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201505,maio 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201505,maio 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201505,maio 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201505,maio 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201505,maio 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201505,maio 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201506,junho 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201506,junho 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201506,junho 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201506,junho 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201506,junho 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201506,junho 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201507,julho 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201507,julho 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201507,julho 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201507,julho 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201507,julho 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201507,julho 2015,11626,PMS - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201508,agosto 2015,7167,PMS - Número-índice (2022=100),0,,107071,Total
3,Unidade da Federação,30,Número-índice,..,35,São Paulo,201508,agosto 2015,7168,PMS - Número-índice com ajuste sazonal (2022=100),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201508,agosto 2015,11623,"PMS - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1)",0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201508,agosto 2015,11624,PMS - Variação mês/mesmo mês do ano anterior (M/M-12),0,,107071,Total
3,Unidade da Federação,2,%,..,35,São Paulo,201508,agosto 2015,11625,PMS - Variação acumulada no ano (em relação ao mesmo período do ano anterior),0,,107071,Total
